chr1	927524	927539	12
chr1	1243256	1243292	70
chr1	1322213	1322243	89
chr1	1477274	1477282	123
chr1	1550817	1550851	127
chr1	1564329	1564348	131
chr1	1677710	1677724	145
chr1	2323110	2323125	182
chr1	6052480	6052485	224
chr1	6246652	6246655	232
chr1	10057236	10057262	376
chr1	10093196	10093230	378
chr1	10555317	10555352	398
chr1	11724385	11724400	429
chr1	12290089	12290114	459
chr1	12677679	12677692	464
chr1	16162337	16162371	546
chr1	17380603	17380609	589
chr1	19638587	19638606	621
chr1	20126373	20126382	650
chr1	22328148	22328153	717
chr1	24118455	24118481	770
chr1	24438624	24438628	786
chr1	24513747	24513776	787
chr1	25071822	25071840	806
chr1	25574004	25574010	835
chr1	25664681	25664708	840
chr1	25757438	25757470	845
chr1	26394121	26394125	873
chr1	26496962	26496966	880
chr1	27114430	27114451	907
chr1	27190614	27190629	921
chr1	27669627	27669636	951
chr1	28052486	28052507	994
chr1	28824922	28824924	1025
chr1	29063561	29063572	1058
chr1	29064171	29064196	1059
chr1	29064327	29064336	1061
chr1	29213612	29213660	1063
chr1	31190983	31190984	1089
chr1	31230666	31230669	1101
chr1	31845920	31845928	1116
chr1	32538526	32538546	1164
chr1	32645758	32645761	1176
chr1	32688129	32688137	1197
chr1	32688209	32688215	1199
chr1	32757759	32757769	1211
chr1	35654606	35654616	1312
chr1	36852001	36852002	1378
chr1	38019850	38019856	1400
chr1	38471173	38471200	1422
chr1	38478198	38478211	1423
chr1	43148131	43148150	1587
chr1	43148807	43148812	1588
chr1	43585765	43585780	1608
chr1	43585816	43585822	1609
chr1	43613478	43613496	1610
chr1	43638187	43638215	1613
chr1	43855550	43855579	1625
chr1	44457445	44457451	1674
chr1	44496086	44496112	1678
chr1	44820929	44820947	1682
chr1	45477806	45477820	1722
chr1	45805681	45805702	1730
chr1	46078419	46078434	1757
chr1	46080847	46080865	1762
chr1	51702010	51702025	1851
chr1	51702181	51702187	1852
chr1	51983944	51983967	1860
chr1	52305909	52305941	1871
chr1	52831108	52831133	1880
chr1	54519300	54519310	1924
chr1	59250827	59250841	2030
chr1	62605205	62605233	2079
chr1	62902658	62902671	2083
chr1	63989190	63989206	2094
chr1	64935805	64935827	2101
chr1	67519630	67519634	2141
chr1	67929883	67929931	2157
chr1	68150790	68150799	2160
chr1	68516310	68516355	2183
chr1	70703182	70703209	2191
chr1	70710399	70710408	2193
chr1	76540419	76540443	2253
chr1	78354309	78354327	2263
chr1	78444848	78444885	2266
chr1	78470803	78470824	2272
chr1	79095518	79095528	2278
chr1	79125131	79125145	2294
chr1	85742294	85742314	2335
chr1	86047918	86047926	2341
chr1	86048145	86048166	2342
chr1	86048783	86048790	2348
chr1	86049021	86049032	2351
chr1	87810926	87810933	2375
chr1	87811052	87811098	2376
chr1	89488479	89488493	2398
chr1	91966408	91966425	2453
chr1	92351679	92351682	2456
chr1	92545895	92545912	2457
chr1	93301779	93301786	2468
chr1	93307321	93307347	2478
chr1	95391915	95391920	2520
chr1	99127236	99127248	2541
chr1	101361632	101361646	2583
chr1	101702457	101702488	2592
chr1	109203683	109203711	2609
chr1	109401009	109401028	2632
chr1	109506042	109506054	2635
chr1	111415763	111415774	2702
chr1	112016600	112016612	2727
chr1	114354897	114354905	2770
chr1	114522063	114522069	2780
chr1	114522100	114522114	2781
chr1	115632084	115632093	2805
chr1	116311331	116311340	2811
chr1	119869852	119869864	2860
chr1	144339877	144339887	2890
chr1	145827063	145827075	2896
chr1	145474481	145474490	2923
chr1	145470487	145470526	2924
chr1	145413277	145413300	2930
chr1	146373524	146373557	2939
chr1	144520947	144520952	2967
chr1	149889386	149889396	2982
chr1	150336651	150336686	3018
chr1	150547538	150547556	3047
chr1	150547838	150547844	3052
chr1	150548445	150548469	3058
chr1	150548837	150548866	3062
chr1	150549208	150549252	3065
chr1	150947172	150947201	3116
chr1	150980937	150980947	3121
chr1	151020189	151020209	3125
chr1	151043237	151043241	3132
chr1	151119095	151119113	3135
chr1	151254368	151254373	3155
chr1	151881895	151881934	3188
chr1	153330895	153330907	3234
chr1	153508896	153508919	3257
chr1	153587803	153587812	3286
chr1	153599837	153599849	3298
chr1	153606886	153606894	3306
chr1	153631091	153631100	3308
chr1	153936557	153936562	3332
chr1	154164568	154164592	3368
chr1	154245016	154245030	3381
chr1	154934293	154934317	3432
chr1	154974581	154974588	3445
chr1	155104226	155104231	3456
chr1	155177682	155177710	3470
chr1	155178958	155178978	3473
chr1	155278585	155278589	3479
chr1	155917008	155917069	3514
chr1	155948934	155948947	3520
chr1	156075989	156076028	3539
chr1	156148164	156148181	3594
chr1	156470157	156470165	3627
chr1	156675568	156675608	3646
chr1	156721489	156721495	3670
chr1	156736678	156736701	3675
chr1	156828884	156828899	3680
chr1	158223882	158223910	3693
chr1	160336857	160336863	3794
chr1	160968056	160968074	3814
chr1	161136425	161136457	3856
chr1	161993652	161993659	3895
chr1	163039150	163039152	3907
chr1	167905329	167905342	3952
chr1	169764178	169764186	3996
chr1	171455125	171455157	4043
chr1	172502285	172502290	4073
chr1	174968831	174968859	4105
chr1	179051175	179051185	4117
chr1	179262876	179262879	4126
chr1	180471525	180471544	4144
chr1	180601222	180601228	4151
chr1	183175436	183175466	4221
chr1	183213242	183213253	4243
chr1	186649551	186649559	4313
chr1	197871743	197871765	4344
chr1	201346884	201346893	4379
chr1	201390889	201390893	4390
chr1	201476331	201476351	4405
chr1	203055135	203055142	4460
chr1	203144949	203144956	4462
chr1	203274705	203274715	4478
chr1	203277565	203277583	4490
chr1	203277948	203277979	4496
chr1	203278263	203278298	4500
chr1	205091102	205091112	4572
chr1	205473683	205473693	4582
chr1	205782159	205782174	4610
chr1	206137781	206137807	4618
chr1	206858732	206858747	4641
chr1	207494871	207494880	4661
chr1	209741119	209741124	4697
chr1	209929453	209929478	4720
chr1	211500172	211500197	4749
chr1	212606194	212606197	4766
chr1	212782222	212782226	4780
chr1	212793002	212793010	4796
chr1	213224583	213224604	4827
chr1	214724936	214724945	4836
chr1	215740935	215740944	4844
chr1	220320854	220320875	4869
chr1	220960225	220960268	4886
chr1	222817661	222817672	4898
chr1	222817731	222817733	4899
chr1	224033903	224033909	4929
chr1	225836475	225836477	4962
chr1	227916329	227916339	5003
chr1	228135631	228135635	5015
chr1	232765852	232765873	5088
chr1	235383263	235383269	5158
chr1	235491515	235491523	5173
chr1	235813052	235813082	5179
chr1	236686981	236686989	5199
chr1	236849796	236849800	5206
chr1	238649331	238649340	5214
chr1	245019233	245019243	5248
chr1	246729830	246729865	5280
chr1	246952287	246952292	5285
chr10	181459	181471	5314
chr10	1095015	1095035	5328
chr10	3819570	3819602	5365
